Time,Indicator,Employment_Status,Indicator_Status,Location,Amount,Unemployment_Rate
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Anne Arundel County, Maryland",13176,
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Anne Arundel County, Maryland",13017,
2018,Employment Status By Education,NIL,Bachelor's or Higher,"Anne Arundel County, Maryland",13471,
2019,Employment Status By Education,NIL,Bachelor's or Higher,"Anne Arundel County, Maryland",13742,
2015,Employment Status By Education,Employed,Highschool,"Anne Arundel County, Maryland",51834,
2016,Employment Status By Education,Employed,Highschool,"Anne Arundel County, Maryland",50548,
2017,Employment Status By Education,Employed,Highschool,"Anne Arundel County, Maryland",49547,
2018,Employment Status By Education,Employed,Highschool,"Anne Arundel County, Maryland",48408,
2019,Employment Status By Education,Employed,Highschool,"Anne Arundel County, Maryland",48230,
2015,Employment Status By Education,Unemployed,Highschool,"Anne Arundel County, Maryland",3877,
2017,Employment Status By Education,Unemployed,Highschool,"Anne Arundel County, Maryland",3437,
2019,Employment Status By Education,Unemployed,Highschool,"Anne Arundel County, Maryland",2336,
2016,Employment Status By Education,Unemployed,Highschool,"Anne Arundel County, Maryland",3597,
2018,Employment Status By Education,Unemployed,Highschool,"Anne Arundel County, Maryland",2971,
2015,Employment Status By Education,NIL,Highschool,"Anne Arundel County, Maryland",16097,
2016,Employment Status By Education,NIL,Highschool,"Anne Arundel County, Maryland",16350,
2019,Employment Status By Education,NIL,Highschool,"Anne Arundel County, Maryland",16833,
2018,Employment Status By Education,NIL,Highschool,"Anne Arundel County, Maryland",16750,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Anne Arundel County, Maryland",7408,
2017,Employment Status By Education,NIL,Highschool,"Anne Arundel County, Maryland",16912,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Anne Arundel County, Maryland",7770,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Anne Arundel County, Maryland",7683,
2018,Employment Status By Poverty Status,Employed,Below Poverty,"Anne Arundel County, Maryland",8089,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Anne Arundel County, Maryland",3365,
2019,Employment Status By Poverty Status,Employed,Below Poverty,"Anne Arundel County, Maryland",7353,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Anne Arundel County, Maryland",3617,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Anne Arundel County, Maryland",3241,
2018,Employment Status By Poverty Status,Unemployed,Below Poverty,"Anne Arundel County, Maryland",2917,
2019,Employment Status By Poverty Status,Unemployed,Below Poverty,"Anne Arundel County, Maryland",2500,
2015,Employment Status By Disability Status,Employed,Disabled,"Anne Arundel County, Maryland",11771,
2017,Employment Status By Disability Status,Employed,Disabled,"Anne Arundel County, Maryland",13194,
2016,Employment Status By Disability Status,Employed,Disabled,"Anne Arundel County, Maryland",12139,
2018,Employment Status By Disability Status,Employed,Disabled,"Anne Arundel County, Maryland",13555,
2015,Employment Status By Education,Employed,Less than Highschool,"Anne Arundel County, Maryland",11352,
2019,Employment Status By Disability Status,Employed,Disabled,"Anne Arundel County, Maryland",14081,
2016,Employment Status By Education,Employed,Less than Highschool,"Anne Arundel County, Maryland",11246,
2018,Employment Status By Education,Employed,Less than Highschool,"Anne Arundel County, Maryland",12225,
2017,Employment Status By Education,Employed,Less than Highschool,"Anne Arundel County, Maryland",11642,
2019,Employment Status By Education,Employed,Less than Highschool,"Anne Arundel County, Maryland",11799,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Anne Arundel County, Maryland",1735,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Anne Arundel County, Maryland",1711,
2018,Employment Status By Education,Unemployed,Less than Highschool,"Anne Arundel County, Maryland",1104,
2019,Employment Status By Education,Unemployed,Less than Highschool,"Anne Arundel County, Maryland",809,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Anne Arundel County, Maryland",1497,
2015,Employment Status By Education,NIL,Less than Highschool,"Anne Arundel County, Maryland",7758,
2016,Employment Status By Education,NIL,Less than Highschool,"Anne Arundel County, Maryland",7695,
2017,Employment Status By Education,NIL,Less than Highschool,"Anne Arundel County, Maryland",7786,
2018,Employment Status By Education,NIL,Less than Highschool,"Anne Arundel County, Maryland",7683,
2015,Unemployment By Veteran Status,,Non Veteran,"Anne Arundel County, Maryland",6.1,0.061
2019,Employment Status By Education,NIL,Less than Highschool,"Anne Arundel County, Maryland",7917,
2016,Unemployment By Veteran Status,,Non Veteran,"Anne Arundel County, Maryland",5.6,0.056
2017,Unemployment By Veteran Status,,Non Veteran,"Anne Arundel County, Maryland",5.3,0.053
2018,Unemployment By Veteran Status,,Non Veteran,"Anne Arundel County, Maryland",4.7,0.047
2015,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",3.7,0.037
2019,Unemployment By Veteran Status,,Non Veteran,"Anne Arundel County, Maryland",4.2,0.042
2016,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",3.5,0.035
2017,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",2.9,0.029
2018,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",2.9,0.029
2019,Unemployment By Veteran Status,,Veteran,"Anne Arundel County, Maryland",2.4,0.024
2015,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",68141,
2016,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",67314,
2017,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",67620,
2018,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",67048,
2019,Employment Status By Education,Employed,Some College,"Anne Arundel County, Maryland",66176,
2015,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",3828,
2016,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",3290,
2017,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",2835,
2018,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",2803,
2019,Employment Status By Education,Unemployed,Some College,"Anne Arundel County, Maryland",2390,
2015,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",15653,
2016,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",16037,
2017,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",15786,
2018,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",15344,
2019,Employment Status By Education,NIL,Some College,"Anne Arundel County, Maryland",14687,
2015,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",5.3,0.053
2016,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",4.6,0.046
2017,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",4.5,0.045
2018,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",3.5,0.035
2019,Unemployment By Race,,Asian,"Anne Arundel County, Maryland",3.4,0.034
2016,Unemployment By Race,,White,"Anne Arundel County, Maryland",5.1,0.051
2015,Unemployment By Race,,White,"Anne Arundel County, Maryland",5.4,0.054
2017,Unemployment By Race,,White,"Anne Arundel County, Maryland",4.7,0.047
2018,Unemployment By Race,,White,"Anne Arundel County, Maryland",4.2,0.042
2019,Unemployment By Race,,White,"Anne Arundel County, Maryland",3.8,0.038
2015,Unemployment By Race,,Black,"Anne Arundel County, Maryland",8.6,0.086
2017,Unemployment By Race,,Black,"Anne Arundel County, Maryland",7.6,0.076
2016,Unemployment By Race,,Black,"Anne Arundel County, Maryland",8.1,0.081
2018,Unemployment By Race,,Black,"Anne Arundel County, Maryland",6.7,0.067
2019,Unemployment By Race,,Black,"Anne Arundel County, Maryland",5.5,0.055
2015Q3,TANF Workers,,,"Baltimore City, Maryland",2468,
2015Q4,TANF Workers,,,"Baltimore City, Maryland",2739,
2015Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.743545943,0.007435459
2015Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.815358144,0.008153581
2016Q1,TANF Workers,,,"Baltimore City, Maryland",1939,
2016Q2,TANF Workers,,,"Baltimore City, Maryland",2200,
2016Q3,TANF Workers,,,"Baltimore City, Maryland",2425,
2016Q4,TANF Workers,,,"Baltimore City, Maryland",2571,
2016Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.587627398,0.005876274
2016Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.657934087,0.006579341
2016Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.727655718,0.007276557
2016Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.763719322,0.007637193
2017Q1,TANF Workers,,,"Baltimore City, Maryland",1819,
2017Q2,TANF Workers,,,"Baltimore City, Maryland",1928,
2017Q3,TANF Workers,,,"Baltimore City, Maryland",1729,
2017Q4,TANF Workers,,,"Baltimore City, Maryland",2098,
2017Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.555696423,0.005556964
2017Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.578097077,0.005780971
2017Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.511340279,0.005113403
2017Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.612243707,0.006122437
2018Q1,TANF Workers,,,"Baltimore City, Maryland",1558,
2018Q2,TANF Workers,,,"Baltimore City, Maryland",1594,
2018Q3,TANF Workers,,,"Baltimore City, Maryland",1734,
2018Q4,TANF Workers,,,"Baltimore City, Maryland",1731,
2018Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.466689232,0.004666892
2018Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.46691604,0.00466916
2018Q3,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.511989229,0.005119892
2018Q4,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.503490401,0.005034904
2019Q1,TANF Workers,,,"Baltimore City, Maryland",1134,
2019Q2,TANF Workers,,,"Baltimore City, Maryland",1342,
2019Q1,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.337881122,0.003378811
2019Q2,Percent of Workers in TANF (%),,,"Baltimore City, Maryland",0.393871801,0.003938718
2016Q3,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",132,
2016Q4,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",109,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",4.908888062,0.049088881
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",4.784899034,0.04784899
2017Q1,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",86,
2017Q2,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",77,
2017Q3,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",60,
2017Q4,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",50,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",3.214953271,0.032149533
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",3.151862464,0.031518625
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",2.430133657,0.024301337
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",2.430724356,0.024307244
2018Q1,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",33,
2018Q2,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",40,
2018Q3,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",47,
2018Q4,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",31,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.695786228,0.016957862
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.9990005,0.019990005
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",2.359437751,0.023594378
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.721265963,0.01721266
2019Q1,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",29,
2019Q2,TANF Participants in Workforce Service ,,,"Baltimore City, Maryland",11,
2019Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.365991521,0.013659915
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore City, Maryland",1.782820097,0.017828201
2017,SNAP Recipient Workers,,,"Baltimore City, Maryland",66264,
2018,SNAP Recipient Workers,,,"Baltimore City, Maryland",63130,
2019,SNAP Recipient Workers,,,"Baltimore City, Maryland",63809,
2020,SNAP Recipient Workers,,,"Baltimore City, Maryland",61979,
2017,SNAP Recipient Workers by Percentage,,,"Baltimore City, Maryland",0.26006,26.0059
2018,SNAP Recipient Workers by Percentage,,,"Baltimore City, Maryland",0.26471,26.4714
2019,SNAP Recipient Workers by Percentage,,,"Baltimore City, Maryland",0.26533,26.5331
2020,SNAP Recipient Workers by Percentage,,,"Baltimore City, Maryland",0.26922,26.9223
2015,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",19801,
2016,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",19626,
2017,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",18335,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",17385,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore City, Maryland",18608,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",276423,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",274897,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",274239,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore City, Maryland",272849,
